Permit Number,Permit Type,Permit Type Definition,Permit Creation Date,Block,Lot,Street Number,Street Number Suffix,Street Name,Street Suffix,Unit,Unit Suffix,Description,Current Status,Current Status Date,Filed Date,Issued Date,Completed Date,First Construction Document Date,Structural Notification,Number of Existing Stories,Number of Proposed Stories,Voluntary Soft-Story Retrofit,Fire Only Permit,Permit Expiration Date,Estimated Cost,Revised Cost,Existing Use,Existing Units,Proposed Use,Proposed Units,Plansets,TIDF Compliance,Existing Construction Type,Existing Construction Type Description,Proposed Construction Type,Proposed Construction Type Description,Site Permit,Supervisor District,Neighborhoods - Analysis Boundaries,Zipcode,Location,Record ID
200512200776,2,new construction wood frame,12/20/2005,1511,002,517,,33rd,Av,,,erect 4 stories of 2 dwelling units.,complete,02/01/2011,12/20/2005,06/19/2008,02/01/2011,06/19/2008,,,4,,,06/19/2010,500000,686978,,,2 family dwelling,2,2,,,,5,wood frame (5),Y,1,Outer Richmond,94121,POINT (-122.49360229640396 37.77920907116051),1139945463974
200512200776,2,new construction wood frame,12/20/2005,1511,002,519,,33rd,Av,,,erect 4 stories of 2 dwelling units.,complete,02/01/2011,12/20/2005,06/19/2008,02/01/2011,06/19/2008,,,4,,,06/19/2010,500000,686978,,,2 family dwelling,2,2,,,,5,wood frame (5),Y,1,Outer Richmond,94121,POINT (-122.49360229640396 37.77920907116051),1139946102235
200512220928,2,new construction wood frame,12/22/2005,3206,014,1693,,Alemany,Bl,,,"erect 3 story, 1 family dwelling building.",complete,09/16/2008,12/22/2005,05/17/2007,09/16/2008,05/17/2007,,,3,,,05/17/2009,250000,625000,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,11,Outer Mission,94112,POINT (-122.43665193245775 37.72484084358825),1039160154835
200512220886,2,new construction wood frame,12/22/2005,6581,052,4121,,Cesar Chavez,St,,,erect 4 stories 6 dwelling units bldg.,complete,08/11/2008,12/22/2005,02/09/2007,08/11/2008,,,,4,,,08/09/2009,1400000,2000000,,,apartments,6,2,,,,5,wood frame (5),Y,8,Noe Valley,94131,POINT (-122.43209291615952 37.74714054673181),1039115449074
200512220886,2,new construction wood frame,12/22/2005,6581,052,4123,,Cesar Chavez,St,,,erect 4 stories 6 dwelling units bldg.,complete,08/11/2008,12/22/2005,02/09/2007,08/11/2008,,,,4,,,08/09/2009,1400000,2000000,,,apartments,6,2,,,,5,wood frame (5),Y,8,Noe Valley,94131,POINT (-122.43209291615952 37.74714054673181),1039116449075
200512281125,2,new construction wood frame,12/28/2005,4991,279,101,,Executive Park,Bl,,,"bldg #7 - to erect 3 stories, 6 residential units.",complete,12/09/2009,12/28/2005,12/12/2007,12/09/2009,12/12/2007,,,3,,,06/12/2010,1069000,2000000,,,apartments,6,2,,,,5,wood frame (5),Y,10,Bayview Hunters Point,94134,POINT (-122.39344916455313 37.712256862155456),1039514449192
200512281126,2,new construction wood frame,12/28/2005,4991,241,101,,Executive Park,Bl,,,"bldg# 13. to erect 3 stories, 6 residential units. bldg# 13.",complete,05/01/2012,12/28/2005,08/30/2011,05/01/2012,08/30/2011,,,3,,,08/14/2014,1069000,1600000,,,apartments,6,2,,,,5,wood frame (5),Y,10,Bayview Hunters Point,94134,POINT (-122.39131370379135 37.71171629292368),1039511449191
200512281126,2,new construction wood frame,12/28/2005,4991,279,101,,Executive Park,Bl,,,"bldg# 13. to erect 3 stories, 6 residential units. bldg# 13.",complete,05/01/2012,12/28/2005,08/30/2011,05/01/2012,08/30/2011,,,3,,,08/14/2014,1069000,1600000,,,apartments,6,2,,,,5,wood frame (5),Y,10,Bayview Hunters Point,94134,POINT (-122.39344916455313 37.712256862155456),1039512449192
200512281127,2,new construction wood frame,12/28/2005,4991,606,100,,Diamond Cove,Tr,,,"to erect 3 stories, 6 residential units. bldg# 14. new address: 100, 102, 104, 106, 108 & 110 diamond cove terrace.",complete,09/21/2012,12/28/2005,01/18/2012,09/21/2012,01/18/2012,,,3,,,01/02/2015,1069000,1600000,,,apartments,6,2,,,,5,wood frame (5),Y,10,Bayview Hunters Point,94134,POINT (-122.39498268755943 37.71294507181628),1259940459167
200512281127,2,new construction wood frame,12/28/2005,4991,606,102,,Diamond Cove,Tr,,,"to erect 3 stories, 6 residential units. bldg# 14. new address: 100, 102, 104, 106, 108 & 110 diamond cove terrace.",complete,09/21/2012,12/28/2005,01/18/2012,09/21/2012,01/18/2012,,,3,,,01/02/2015,1069000,1600000,,,apartments,6,2,,,,5,wood frame (5),Y,10,Bayview Hunters Point,94134,POINT (-122.39498268755943 37.71294507181628),1259944459168
200512281127,2,new construction wood frame,12/28/2005,4991,606,108,,Diamond Cove,Tr,,,"to erect 3 stories, 6 residential units. bldg# 14. new address: 100, 102, 104, 106, 108 & 110 diamond cove terrace.",complete,09/21/2012,12/28/2005,01/18/2012,09/21/2012,01/18/2012,,,3,,,01/02/2015,1069000,1600000,,,apartments,6,2,,,,5,wood frame (5),Y,10,Bayview Hunters Point,94134,POINT (-122.39498268755943 37.71294507181628),1259947459170
200512281127,2,new construction wood frame,12/28/2005,4991,606,110,,Diamond Cove,Tr,,,"to erect 3 stories, 6 residential units. bldg# 14. new address: 100, 102, 104, 106, 108 & 110 diamond cove terrace.",complete,09/21/2012,12/28/2005,01/18/2012,09/21/2012,01/18/2012,,,3,,,01/02/2015,1069000,1600000,,,apartments,6,2,,,,5,wood frame (5),Y,10,Bayview Hunters Point,94134,POINT (-122.39498268755943 37.71294507181628),1259951459172
200512281128,2,new construction wood frame,12/28/2005,4991,608,120,,Diamond Cove,Tr,,,"to erect 3 stories, 6 residential units. bldg# 18. building address: 120, 122, 124, 126, 128 & 130 diamond cove terrace.",complete,10/23/2013,12/28/2005,03/11/2013,10/23/2013,03/11/2013,,,3,,,02/24/2016,1069000,1600000,,,apartments,6,2,,,,5,wood frame (5),Y,10,Bayview Hunters Point,94134,POINT (-122.39423900540189 37.71285854177624),1298349459177
200512281128,2,new construction wood frame,12/28/2005,4991,608,122,,Diamond Cove,Tr,,,"to erect 3 stories, 6 residential units. bldg# 18. building address: 120, 122, 124, 126, 128 & 130 diamond cove terrace.",complete,10/23/2013,12/28/2005,03/11/2013,10/23/2013,03/11/2013,,,3,,,02/24/2016,1069000,1600000,,,apartments,6,2,,,,5,wood frame (5),Y,10,Bayview Hunters Point,94134,POINT (-122.39423900540189 37.71285854177624),1298350459178
200512281128,2,new construction wood frame,12/28/2005,4991,608,124,,Diamond Cove,Tr,,,"to erect 3 stories, 6 residential units. bldg# 18. building address: 120, 122, 124, 126, 128 & 130 diamond cove terrace.",complete,10/23/2013,12/28/2005,03/11/2013,10/23/2013,03/11/2013,,,3,,,02/24/2016,1069000,1600000,,,apartments,6,2,,,,5,wood frame (5),Y,10,Bayview Hunters Point,94134,POINT (-122.39423900540189 37.71285854177624),1298351459179
200512281128,2,new construction wood frame,12/28/2005,4991,608,128,,Diamond Cove,Tr,,,"to erect 3 stories, 6 residential units. bldg# 18. building address: 120, 122, 124, 126, 128 & 130 diamond cove terrace.",complete,10/23/2013,12/28/2005,03/11/2013,10/23/2013,03/11/2013,,,3,,,02/24/2016,1069000,1600000,,,apartments,6,2,,,,5,wood frame (5),Y,10,Bayview Hunters Point,94134,POINT (-122.39423900540189 37.71285854177624),1298352459181
200512281128,2,new construction wood frame,12/28/2005,4991,608,130,,Diamond Cove,Tr,,,"to erect 3 stories, 6 residential units. bldg# 18. building address: 120, 122, 124, 126, 128 & 130 diamond cove terrace.",complete,10/23/2013,12/28/2005,03/11/2013,10/23/2013,03/11/2013,,,3,,,02/24/2016,1069000,1600000,,,apartments,6,2,,,,5,wood frame (5),Y,10,Bayview Hunters Point,94134,POINT (-122.39423900540189 37.71285854177624),1298353459182
200512281129,2,new construction wood frame,12/28/2005,4991,241,101,,Executive Park,Bl,,,"bldg# 5 - to erect 3 stories, 7 residential units.",complete,02/26/2010,12/28/2005,06/23/2009,02/26/2010,,,,3,,,06/07/2012,1223000,2200000,,,apartments,7,2,,,,5,wood frame (5),Y,10,Bayview Hunters Point,94134,POINT (-122.39131370379135 37.71171629292368),1039505449191
200512281129,2,new construction wood frame,12/28/2005,4991,279,101,,Executive Park,Bl,,,"bldg# 5 - to erect 3 stories, 7 residential units.",complete,02/26/2010,12/28/2005,06/23/2009,02/26/2010,,,,3,,,06/07/2012,1223000,2200000,,,apartments,7,2,,,,5,wood frame (5),Y,10,Bayview Hunters Point,94134,POINT (-122.39344916455313 37.712256862155456),1039506449192
200512281130,2,new construction wood frame,12/28/2005,4991,613,101,,Otter Cove,Tr,,,"to erect 3 stories, 7 residential units. bldg# 10.",complete,06/19/2013,12/28/2005,10/19/2012,06/19/2013,10/19/2012,,,3,,,10/04/2015,1223000,1950000,,,apartments,7,2,,,,5,wood frame (5),Y,10,Bayview Hunters Point,94134,POINT (-122.39496130283975 37.712473304260314),1286066459142
200512281130,2,new construction wood frame,12/28/2005,4991,613,105,,Otter Cove,Tr,,,"to erect 3 stories, 7 residential units. bldg# 10.",complete,06/19/2013,12/28/2005,10/19/2012,06/19/2013,10/19/2012,,,3,,,10/04/2015,1223000,1950000,,,apartments,7,2,,,,5,wood frame (5),Y,10,Bayview Hunters Point,94134,POINT (-122.39496130283975 37.712473304260314),1286068459144
200512281130,2,new construction wood frame,12/28/2005,4991,613,111,,Otter Cove,Tr,,,"to erect 3 stories, 7 residential units. bldg# 10.",complete,06/19/2013,12/28/2005,10/19/2012,06/19/2013,10/19/2012,,,3,,,10/04/2015,1223000,1950000,,,apartments,7,2,,,,5,wood frame (5),Y,10,Bayview Hunters Point,94134,POINT (-122.39496130283975 37.712473304260314),1286074459147
200512281130,2,new construction wood frame,12/28/2005,4991,613,113,,Otter Cove,Tr,,,"to erect 3 stories, 7 residential units. bldg# 10.",complete,06/19/2013,12/28/2005,10/19/2012,06/19/2013,10/19/2012,,,3,,,10/04/2015,1223000,1950000,,,apartments,7,2,,,,5,wood frame (5),Y,10,Bayview Hunters Point,94134,POINT (-122.39496130283975 37.712473304260314),1286075459148
200512281131,2,new construction wood frame,12/28/2005,4991,241,101,,Executive Park,Bl,,,"bldg 11 - to erect 3 stories, 7 residential units.",complete,02/09/2011,12/28/2005,06/03/2010,02/09/2011,06/03/2010,,,3,,,05/18/2013,1223000,1950000,,,apartments,7,2,,,,5,wood frame (5),Y,10,Bayview Hunters Point,94134,POINT (-122.39131370379135 37.71171629292368),1039482449191
200512281131,2,new construction wood frame,12/28/2005,4991,279,101,,Executive Park,Bl,,,"bldg 11 - to erect 3 stories, 7 residential units.",complete,02/09/2011,12/28/2005,06/03/2010,02/09/2011,06/03/2010,,,3,,,05/18/2013,1223000,1950000,,,apartments,7,2,,,,5,wood frame (5),Y,10,Bayview Hunters Point,94134,POINT (-122.39344916455313 37.712256862155456),1039483449192
200512281132,2,new construction wood frame,12/28/2005,4991,241,101,,Executive Park,Bl,,,"bldg #6 - to erect 3 stories, 8 residential units.",complete,08/02/2010,12/28/2005,07/16/2009,08/02/2010,,,,3,,,06/30/2012,1269000,2100000,,,apartments,8,2,,,,5,wood frame (5),Y,10,Bayview Hunters Point,94134,POINT (-122.39131370379135 37.71171629292368),1039486449191
200512281132,2,new construction wood frame,12/28/2005,4991,279,101,,Executive Park,Bl,,,"bldg #6 - to erect 3 stories, 8 residential units.",complete,08/02/2010,12/28/2005,07/16/2009,08/02/2010,,,,3,,,06/30/2012,1269000,2100000,,,apartments,8,2,,,,5,wood frame (5),Y,10,Bayview Hunters Point,94134,POINT (-122.39344916455313 37.712256862155456),1039487449192
200512281133,2,new construction wood frame,12/28/2005,4991,241,101,,Executive Park,Bl,,,"bldg #8 - to erect 3 stories, 8 residential units.",complete,04/22/2010,12/28/2005,07/16/2009,04/22/2010,,,,3,,,06/30/2012,1269000,2100000,,,apartments,8,2,,,,5,wood frame (5),Y,10,Bayview Hunters Point,94134,POINT (-122.39131370379135 37.71171629292368),1039484449191
200512281133,2,new construction wood frame,12/28/2005,4991,279,101,,Executive Park,Bl,,,"bldg #8 - to erect 3 stories, 8 residential units.",complete,04/22/2010,12/28/2005,07/16/2009,04/22/2010,,,,3,,,06/30/2012,1269000,2100000,,,apartments,8,2,,,,5,wood frame (5),Y,10,Bayview Hunters Point,94134,POINT (-122.39344916455313 37.712256862155456),1039485449192
200512281134,2,new construction wood frame,12/28/2005,4991,241,101,,Executive Park,Bl,,,"bldg #23 - to erect 3 stories, 6 residential units.",complete,04/14/2009,12/28/2005,12/12/2007,04/14/2009,12/12/2007,,,3,,,06/12/2010,978000,1700000,,,apartments,6,2,,,,5,wood frame (5),Y,10,Bayview Hunters Point,94134,POINT (-122.39131370379135 37.71171629292368),1039502449191
200512281134,2,new construction wood frame,12/28/2005,4991,279,101,,Executive Park,Bl,,,"bldg #23 - to erect 3 stories, 6 residential units.",complete,04/14/2009,12/28/2005,12/12/2007,04/14/2009,12/12/2007,,,3,,,06/12/2010,978000,1700000,,,apartments,6,2,,,,5,wood frame (5),Y,10,Bayview Hunters Point,94134,POINT (-122.39344916455313 37.712256862155456),1039503449192
200512281135,2,new construction wood frame,12/28/2005,4991,241,101,,Executive Park,Bl,,,"bldg #25 - to erect 3 stories, 6 residential units.",complete,12/09/2009,12/28/2005,12/12/2007,12/09/2009,12/12/2007,,,3,,,06/12/2010,978000,1700000,,,apartments,6,2,,,,5,wood frame (5),Y,10,Bayview Hunters Point,94134,POINT (-122.39131370379135 37.71171629292368),1039500449191
200512281135,2,new construction wood frame,12/28/2005,4991,279,101,,Executive Park,Bl,,,"bldg #25 - to erect 3 stories, 6 residential units.",complete,12/09/2009,12/28/2005,12/12/2007,12/09/2009,12/12/2007,,,3,,,06/12/2010,978000,1700000,,,apartments,6,2,,,,5,wood frame (5),Y,10,Bayview Hunters Point,94134,POINT (-122.39344916455313 37.712256862155456),1039501449192
200512281113,2,new construction wood frame,12/28/2005,1417,003A,227,,16th,Av,,,"erect 4 story, type 5, 2 units residential building.",issued,10/17/2007,12/28/2005,10/17/2007,,,,,4,,,10/17/2009,432600,839040,,,2 family dwelling,2,2,,,,5,wood frame (5),Y,1,Outer Richmond,94118,POINT (-122.4756596503222 37.78376201547307),103940098863
200512281117,2,new construction wood frame,12/28/2005,4991,631,108,,Seal Cove,Tr,,,"to erect 3 stories, 4 residential units. bldg# 1.",complete,10/24/2013,12/28/2005,03/11/2013,10/24/2013,03/11/2013,,,3,,,02/24/2016,741000,1300000,,,apartments,4,2,,,,5,wood frame (5),Y,10,Bayview Hunters Point,94134,POINT (-122.39425937777781 37.71158384654288),1261105459080
200512281117,2,new construction wood frame,12/28/2005,4991,631,110,,Seal Cove,Tr,,,"to erect 3 stories, 4 residential units. bldg# 1.",complete,10/24/2013,12/28/2005,03/11/2013,10/24/2013,03/11/2013,,,3,,,02/24/2016,741000,1300000,,,apartments,4,2,,,,5,wood frame (5),Y,10,Bayview Hunters Point,94134,POINT (-122.39425937777781 37.71158384654288),1261106459081
200512281117,2,new construction wood frame,12/28/2005,4991,631,112,,Seal Cove,Tr,,,"to erect 3 stories, 4 residential units. bldg# 1.",complete,10/24/2013,12/28/2005,03/11/2013,10/24/2013,03/11/2013,,,3,,,02/24/2016,741000,1300000,,,apartments,4,2,,,,5,wood frame (5),Y,10,Bayview Hunters Point,94134,POINT (-122.39425937777781 37.71158384654288),1261107459082
200512281117,2,new construction wood frame,12/28/2005,4991,631,114,,Seal Cove,Tr,,,"to erect 3 stories, 4 residential units. bldg# 1.",complete,10/24/2013,12/28/2005,03/11/2013,10/24/2013,03/11/2013,,,3,,,02/24/2016,741000,1300000,,,apartments,4,2,,,,5,wood frame (5),Y,10,Bayview Hunters Point,94134,POINT (-122.39425937777781 37.71158384654288),1261108459083
200512281119,2,new construction wood frame,12/28/2005,4991,241,101,,Executive Park,Bl,,,"bldg #3 - to erect 3 stories, 4 residential units.",complete,04/14/2009,12/28/2005,07/30/2007,04/14/2009,07/30/2007,,,3,,,01/30/2010,741000,1400000,,,apartments,4,2,,,,5,wood frame (5),Y,10,Bayview Hunters Point,94134,POINT (-122.39131370379135 37.71171629292368),1039457449191
200512281119,2,new construction wood frame,12/28/2005,4991,241,101,,Executive Park,Bl,,,"bldg #3 - to erect 3 stories, 4 residential units.",complete,04/14/2009,12/28/2005,07/30/2007,04/14/2009,07/30/2007,,,3,,,01/30/2010,741000,1400000,,,apartments,4,2,,,,5,wood frame (5),Y,10,Bayview Hunters Point,94134,POINT (-122.39131370379135 37.71171629292368),1039458449191
200512281120,2,new construction wood frame,12/28/2005,4991,279,101,,Executive Park,Bl,,,"bldg #4 - to erect 3 stories, 4 residential units.",complete,03/24/2009,12/28/2005,12/12/2007,03/24/2009,12/12/2007,,,3,,,06/12/2010,741000,1400000,,,apartments,4,2,,,,5,wood frame (5),Y,10,Bayview Hunters Point,94134,POINT (-122.39344916455313 37.712256862155456),1039456449192
200512281121,2,new construction wood frame,12/28/2005,4991,607,112,,Diamond Cove,Tr,,,"to erect 3 stories, 4 residential units. bldg# 16.",complete,02/27/2013,12/28/2005,06/25/2012,02/27/2013,06/25/2012,,,3,,,06/10/2015,741000,1300000,,,apartments,4,2,,,,5,wood frame (5),Y,10,Bayview Hunters Point,94134,POINT (-122.39460297498177 37.7129186184015),1264250459173
200512281121,2,new construction wood frame,12/28/2005,4991,607,114,,Diamond Cove,Tr,,,"to erect 3 stories, 4 residential units. bldg# 16.",complete,02/27/2013,12/28/2005,06/25/2012,02/27/2013,06/25/2012,,,3,,,06/10/2015,741000,1300000,,,apartments,4,2,,,,5,wood frame (5),Y,10,Bayview Hunters Point,94134,POINT (-122.39460297498177 37.7129186184015),1264251459174
200512281121,2,new construction wood frame,12/28/2005,4991,607,116,,Diamond Cove,Tr,,,"to erect 3 stories, 4 residential units. bldg# 16.",complete,02/27/2013,12/28/2005,06/25/2012,02/27/2013,06/25/2012,,,3,,,06/10/2015,741000,1300000,,,apartments,4,2,,,,5,wood frame (5),Y,10,Bayview Hunters Point,94134,POINT (-122.39460297498177 37.7129186184015),1264252459175
200512281121,2,new construction wood frame,12/28/2005,4991,607,118,,Diamond Cove,Tr,,,"to erect 3 stories, 4 residential units. bldg# 16.",complete,02/27/2013,12/28/2005,06/25/2012,02/27/2013,06/25/2012,,,3,,,06/10/2015,741000,1300000,,,apartments,4,2,,,,5,wood frame (5),Y,10,Bayview Hunters Point,94134,POINT (-122.39460297498177 37.7129186184015),1264253459176
200512281122,2,new construction wood frame,12/28/2005,4991,610,200,,Diamond Cove,Tr,,,"to erect 3 stories, 4 residential units. bldg# 20.",complete,10/23/2013,12/28/2005,03/11/2013,10/23/2013,03/11/2013,,,3,,,02/24/2016,741000,1200000,,,apartments,4,2,,,,5,wood frame (5),Y,10,Bayview Hunters Point,94134,POINT (-122.39363411259608 37.71254867008762),1298378459203
